QuestionText,CognitiveLevel,Category,Intent
بمَ تعتمدُ في تنظيمِ وقتِك؟,فهم,الثقافة,رأي
بمَ تجدُ نفسَك مبدعًا؟,فهم,الثقافة,رأي
بمَ تستندُ في اختيارِ أصدقائك؟,فهم,الثقافة,رأي
بمَ تجدُ الاسترخاءَ؟,فهم,الثقافة,رأي
بمَ تعتمدُ في تعلمِ لغاتٍ جديدة؟,فهم,التعليم,رأي
بمَ تستندُ في حفظِ المعلومات؟,فهم,التعليم,رأي
بمَ تعتمدُ في تحسينِ علاقاتِك؟,فهم,الثقافة,رأي
بمَ تجدُ السعادةَ؟,فهم,الثقافة,رأي
بمَ تستندُ في اتخاذِ القرارات؟,فهم,الثقافة,رأي
بمَ تجدُ الإلهامَ؟,فهم,الثقافة,رأي
بمَ تعتمدُ في الحفاظِ على صحتِك؟,فهم,الصحة,رأي
بمَ تجدُ نفسَك مرتاحًا؟,فهم,الثقافة,رأي
بمَ تستندُ في تنظيمِ وقتِك؟,فهم,الثقافة,رأي
بمَ تعتمدُ في تطويرِ نفسِك؟,فهم,التعليم,رأي
بمَ تجدُ المتعةَ؟,فهم,الثقافة,رأي
بمَ تعتمدُ في تحسينِ نفسِك؟,فهم,التعليم,رأي
بمَ تستندُ في التفكير؟,فهم,التعليم,رأي
بمَ تجدُ الراحةَ النفسية؟,فهم,الصحة,رأي
بمَ تعتمدُ في تحسينِ علاقاتِك؟,فهم,الثقافة,رأي
بمَ تستندُ في اختيارِ الأطعمة؟,فهم,الصحة,رأي
بمَ تجدُ الإلهامَ في السفر؟,فهم,الترفيه,رأي
ما هو أهمُ هدفٍ لكَ في الحياة؟,تطبيق,الثقافة,رأي
ما هو أفضلُ كتابٍ قرأتَه؟,تطبيق,الثقافة,رأي
ما هو أهمُ هدفٍ في حياتِك؟,تطبيق,الثقافة,رأي
ما هو أهمُ شيءٍ في حياتِك؟,تقييم,الثقافة,رأي
"إذا كانت الكتب تستطيع التحدث، ما هو الكتاب الذي ستختاره للتحدث معه؟",تحليل,الثقافة,رأي
"إذا كان بإمكانك تغيير لون السماء، ما اللون الذي ستختاره؟",تحليل,الثقافة,رأي
ما هو رأيكَ في هذا الموضوعِ؟,تقييم,الثقافة,رأي
ماذا تفضلُ من الأطعمة؟,معرفة,الصحة,رأي
ماذا تفضلُ من الألوان؟,تقييم,الثقافة,رأي
ماذا تُحبُّ من الرياضات؟,تطبيق,الرياضة,رأي
ماذا تُحبُّ من الأنشطة؟,فهم,الثقافة,رأي
"إذا كان بإمكانك التحدث مع الحيوانات، ماذا سيكون أول شيء ستسأل عنه؟",تحليل,الثقافة,رأي
"ماذا لو كانت الأرض مصنوعة من الشوكولاتة، كيف ستتغير حياتنا اليومية؟",تحليل,الثقافة,رأي
"ماذا لو كانت الأشجار تتحدث، ماذا تعتقد أنها ستقول؟",تحليل,الثقافة,رأي
"إذا كنت تملك قوة خارقة واحدة، ماذا ستكون؟",تحليل,الثقافة,رأي
"إذا كانت الكائنات الفضائية تزور الأرض، ماذا تعتقد أنهم سيفعلون؟",تحليل,الثقافة,رأي
"إذا كان بإمكانك العيش إلى الأبد، ماذا ستفعل في وقتك؟",تحليل,الثقافة,رأي
"ماذا لو كان بإمكانك تغيير شكل جسمك، ماذا ستختار؟",تحليل,الصحة,رأي
"إذا كان بإمكانك التحدث مع الأشجار، ماذا ستسألها؟",تحليل,الثقافة,رأي
ماذا لو كانت هناك كائنات بحرية عملاقة تعيش على اليابسة؟,تحليل,الثقافة,رأي
ماذا لو كانت هناك حيوانات قادرة على الكتابة والقراءة؟,فهم,الثقافة,رأي
"إذا كان بإمكانك تغيير صوتك إلى أي صوت تريده، ماذا ستختار؟",فهم,الصحة,رأي
ماذا لو كانت الأشجار تصدر رائحة عطرة طوال الوقت؟,فهم,البيئة والطاقة,رأي
ماذا لو كانت هناك مخلوقات بحرية تستطيع الطيران؟,فهم,الثقافة,رأي
"ماذا لو كان بإمكانك التحدث مع الآلات، ماذا ستقول لها؟",فهم,التكنولوجيا,رأي
ماذا لو كانت هناك كائنات تعيش في السماء؟,فهم,الثقافة,رأي
"إذا كان بإمكانك التواصل مع الحشرات، ماذا ستسألها؟",فهم,البيئة والطاقة,رأي
"إذا كان بإمكانك التحدث مع النجوم، ماذا ستقول لها؟",فهم,العلوم,رأي
"إذا كان بإمكانك التحكم في جاذبية الأرض، ماذا ستفعل؟",تحليل,العلوم,رأي
ماذا لو كانت هناك أطعمة تمنحك قوى خارقة؟,تحليل,الصحة,رأي
"إذا كان بإمكانك التحدث مع البحر، ماذا ستسأله؟",تحليل,البيئة والطاقة,رأي
"إذا كان بإمكانك تغيير لون بشرتك، ماذا ستختار؟",تحليل,الصحة,رأي
"إذا كان بإمكانك التحدث مع الروبوتات، ماذا ستقول لها؟",تحليل,التكنولوجيا,رأي
"إذا كان بإمكانك التحدث مع الصخور، ماذا ستقول لها؟",تحليل,البيئة والطاقة,رأي
"إذا كان بإمكانك التحدث مع الرياح، ماذا ستقول لها؟",تحليل,البيئة والطاقة,رأي
"إذا كان بإمكانك التحدث مع الجبال، ماذا ستقول لها؟",تحليل,الجغرافيا,رأي
"إذا كان بإمكانك التحدث مع البحار، ماذا ستقول لها؟",تحليل,البيئة والطاقة,رأي
"إذا كان بإمكانك التحدث مع النجوم، ماذا ستقول لها؟",تحليل,العلوم,رأي
"إذا كان بإمكانك التحدث مع الصخور، ماذا ستقول لها؟",تحليل,البيئة والطاقة,رأي
"إذا كان بإمكانك التحدث مع الرياح، ماذا ستقول لها؟",تحليل,البيئة والطاقة,رأي
ماذا تظنُّ عن الطقسِ اليوم؟,تقييم,الثقافة,رأي
ماذا تُحبُّ أن تأكلَ؟,معرفة,الثقافة,رأي
ماذا تفضلُ من هوايات؟,معرفة,الثقافة,رأي
ماذا تتمنى أن تصبحَ في المستقبل؟,معرفة,التعليم,رأي
ماذا تُفضلُ من الرياضات؟,معرفة,الرياضة,رأي
ماذا تفضلُ من الألوان؟,فهم,الثقافة,رأي
ماذا تُحبُّ أن تُسافرَ؟,معرفة,الترفيه,رأي
ماذا تُفضلُ من الأطعمة؟,فهم,الثقافة,رأي
ماذا تُحبُّ أن تتعلمَ؟,معرفة,التعليم,رأي
ماذا تفضلُ من الأفلام؟,معرفة,الترفيه,رأي
ماذا تُفضلُ من الملابس؟,فهم,الثقافة,رأي
ماذا تُفضلُ من الأنشطةِ الرياضية؟,فهم,الرياضة,رأي
ماذا تعني لكَ الصداقة؟,فهم,الثقافة,رأي
ماذا تعني لكَ العائلة؟,فهم,الثقافة,رأي
ماذا يعني لكَ النجاح؟,فهم,الثقافة,رأي
ماذا تعني لكَ الحرية؟,فهم,الثقافة,رأي
ماذا تعني لكَ القراءة؟,معرفة,الثقافة,رأي
ماذا يعني لكَ الحب؟,معرفة,الثقافة,رأي
ماذا تعني لكَ الفنونُ الجميلة؟,معرفة,الثقافة,رأي
ماذا تعني لكَ الثقافة؟,معرفة,الثقافة,رأي
ماذا يعني لكَ الأمان؟,فهم,الثقافة,رأي
ماذا تعني لكَ العطلات؟,فهم,الترفيه,رأي
ماذا تعني لكَ الموسيقى؟,فهم,الثقافة,رأي
ماذا يعني لكَ النجاحُ المهني؟,معرفة,التعليم,رأي
ماذا يعني لكَ السفر؟,فهم,الترفيه,رأي
ماذا تعني لكَ الأسرة؟,فهم,الثقافة,رأي
ماذا تظنُّ عن المناخِ الحالي؟,فهم,الثقافة,رأي
كيف ترى تأثير وسائل التواصل الاجتماعي على العلاقات الاجتماعية؟,تحليل,الثقافة,رأي
ما هو رأيك في أهمية القراءة في تطوير الشخصية؟,تحليل,الثقافة,رأي
ما رأيك في تأثير التكنولوجيا على حياتنا اليومية؟,تحليل,التكنولوجيا,رأي
كيف تعتقد أن الفن يعكس الواقع الاجتماعي؟,تحليل,الثقافة,رأي
ما هو رأيك في أهمية الحفاظ على التراث الثقافي؟,تحليل,الثقافة,رأي
ما هو تأثير الأدب على المجتمع من وجهة نظرك؟,تحليل,الثقافة,رأي
كيف ترى دور الإعلام في توجيه الرأي العام؟,تحليل,الثقافة,رأي
ما هو رأيك في ضرورة تعليم الفنون في المدارس؟,تحليل,التعليم,رأي
ما هو رأيك في دور التعليم في تحقيق المساواة الاجتماعية؟,تحليل,التعليم,رأي
كيف ترى تأثير التكنولوجيا على الخصوصية الشخصية؟,تحليل,التكنولوجيا,رأي
ما هو رأيك في أهمية الحوار بين الثقافات المختلفة؟,تحليل,الثقافة,رأي
كيف يمكن للفنون أن تعزز الحوار الاجتماعي؟,تحليل,الثقافة,رأي
ما هو تأثير وسائل الإعلام على تشكيل الهوية الثقافية من وجهة نظرك؟,تحليل,الثقافة,رأي
ما هو دور القراءة في تطوير التفكير النقدي برأيك؟,تحليل,الثقافة,رأي
كيف يمكن للتعليم أن يسهم في تعزيز الوعي البيئي؟,تحليل,التعليم,رأي
علل استيراد الأردن للمنتجات الغذائية الأساسية.,فهم,السياسة والقانون,تفسير
علِّلْ قرارَكَ بدراسةِ الأدب.,تحليل,التعليم,تفسير
علِّلْ رغبتَكَ في تعلمِ اللغاتِ الجديدة.,تحليل,التعليم,تفسير
علِّلْ اهتمامَكَ بالتعلمِ المستمر.,تحليل,التعليم,تفسير
علِّلْ سببَ حبِّكَ للقراءةِ اليومية.,تحليل,الثقافة,تفسير
